"Origin ID","Name","Alternative Name","ITI Number","Category","Source","Date","Palette","Threadcount","Notes","Origin URL"
"10576","de Meuron (Family)","","10576","Family; Swiss","Kinloch Anderson","13/10/2009","OG#5C6428; DG#003820; T#604000; G#006818; DP#440044;","DG/6 OG18 G26 DG52 T12 DP10 T80 DP10 T12 DG52 G26 OG/18","Louis Dominique and Monique de Meuron lived in Kilmacolm (Renfrewshire) in the 1970s. Their children have created the de Meuron day and dress tartans in memory of their childhood years in Scotland. Both tartans are based on the sole Swiss de Meuron shield still in use : 'or, a mulberry-tree proper on a mount of three tops, vert'. In the day tartan, the green is for the foliage and the mount, the brown is for the tree trunk. In the dress tartan, the yellows are for the gold background. In both tartans, the dark purple is symbolic of the family name, Meuron, meaning mulberry in Neuch?tel, the Swiss canton from which the family originates. The tartans were created for all de Meuron family members and their descendants.","http://www.tartansauthority.com/tartan-ferret/display/10576/"
"10577","de Meuron Dress (Family)","","10577","Family; Swiss","Kinloch Anderson","20/07/2010","DP#440044; DY#E8C000; T#604000; AW#E8CCB8; N#888888;","T/6 AW18 N26 DY52 AW12 DP10 AW/80","Louis Dominique and Monique de Meuron lived in Kilmacolm (Renfrewshire) in the 1970s. Their children have created the de Meuron day and dress tartans in memory of their childhood years in Scotland. Both tartans are based on the sole Swiss de Meuron shield still in use : 'or, a mulberry-tree proper on a mount of three tops, vert'. In the day tartan, the green is for the foliage and the mount, the brown is for the tree trunk. In the dress tartan, the yellows are for the gold background. In both tartans, the dark purple is symbolic of the family name, Meuron, meaning mulberry in Neuch?tel, the Swiss canton from which the family originates. The tartans were created for all de Meuron family members and their descendants. Designed by Kinloch Anderson for Jean-Leonard de Meuron. Restricted availability, please contact Jean-Leonard de Meuron regarding use - but no means of contact provided..","http://www.tartansauthority.com/tartan-ferret/display/10577/"
"10578","TACC (Corporate)","Tartan Army Children's Charity","10578","Corporate","Lochcarron of Scotland","01/04/2010","A#5C8CA8; DN#5C5C5C; K#101010;","A/6 K8 DN6 K80 DN24 K14 DN/68","Created for the supporters of the Tartan Army Childrens Charity and only to be woven by Lochcarron of Scotland and with the agreement of TACC. The objective of the Tartan Army Childrens Charity (TACC) is to support disadvantaged children in Scotland and in countries visited by the supporters of Scotland?s national football team. The tartan is intended to celebrate and benefit the work of the Tartan Army Childrens Charity (TACC) throughout Scotland and overseas. Designed using TACC's brand colour.","http://www.tartansauthority.com/tartan-ferret/display/10578/"
"10579","Common Ground Dress (Fashion)","","10579","American; Fashion","Orr, John","03/03/2012","GO#BC8C00; B#2C2C80; DR#880000; W#E0E0E0;","W/6 DR54 W32 B54 GO/6","Designed to commemorate the bi-centenary of the War of 1812. The United States of America declared war on Britain in 1812 for many reasons including restrictions on American trade resulting from Britain's ongoing war with France; British support of American Indians; and the potential American expansion into Canada. The 'common ground' referred to in the name of the tartan is the contemporary ability of the US and Britain to co-operate 200 years later.","http://www.tartansauthority.com/tartan-ferret/display/10579/"
"10580","Sands-Pingot (Name?)","","10580","Name","Sands-Pingot, Guy","01/03/2012","YY#FCCC00; R#C80000; B#2C2C80;","B/10 R20 YY20 R5 YY/30","Created for the Sands-Pingot family currently resident in the United States and descended from Captain James Sandys (1622-1684). Guy Sands-Pingot (adopted son of Austin Ledyard Sands IV) attended St Andrews University from 1988 to 1990. The tartan design uses the Sandys,Sands family colours of red and gold, with the additional blue of the Pingot family (orignating from Provence, France). Red and gold are the predominant colours used in the Arms granted by the College of Arms to Brigadier General Guy Sands-Pingot, US Army as a Knight of Justice of the Most Venerable Order of the Hospital of St. John of Jerusalem in 2001.","http://www.tartansauthority.com/tartan-ferret/display/10580/"
"10581","McGuinness, Tam (Personal)","","10581","Personal","MacRae, Dick","01/03/2012","OO#FCB464; P#780078; B#2C2C80; G#006818; W#E0E0E0;","W/2 P60 G120 B8 OO/4","Designed for the use of Tam McGuinness and his permission must be given for anyone to use the tartan. Can be used with the permission of Tam McGuinness (Email:lisboa67@live.co.uk) Rugs to be woven by Dick MacRae (Email: roderick866@btinternet.com); kilts to be woven by D C Dalglish.","http://www.tartansauthority.com/tartan-ferret/display/10581/"
"10582","Zorra Caledonian Society (Corporate","","10582","Canadian; Corporate","Brown, Jonathan","15/02/2012","A#5C8CA8; AG#00643C; DG#003820; K#101010; WW#FCFCFC; R#C80000;","DG/6 WW4 DG78 K6 A6 K6 DG6 K40 AG20 R/4","This tartan was created in 2012 to commemorate the 75th anniversary of the Zorra Caledonian Society (Canada). The shades of green represent the fertile, rolling hills of the 'Zorra Highlands' that surround Embro, Ontario. The black shows the strength and endurance of the Zorra Caledonian Society on the occasion of its 75th year. The white represents honour and purity in its actions. The red is for the blood sacrificed by preceding generations so their descendants could prosper in a free country, Canada. Woven by Strathmore Woollen Co Ltd. A woven sample of this tartan has been received by the Scottish Register of Tartans for permanent preservation in the National Records of Scotland. Registrant details:","http://www.tartansauthority.com/tartan-ferret/display/10582/"
"10583","Mackaw (Corporate)","","10583","Corporate","Loving Chair Company, The","08/03/2012","YY#FCCC00; B#2C2C80; R#C80000; DB#202060;","R/4 B70 DB70 YY/2","Mackaw Limited is the parent company of an accountancy and fiduciary services provider. The tartan celebrates the Scottish origins of the firm's partners. Designed using Mackaw's brand colour.","http://www.tartansauthority.com/tartan-ferret/display/10583/"
"10584","Eichelberger (Perrsonal)","","10584","American; Personal","Eichelberger, Jrgg","09/03/2012","B#2C2C80; G#006818; K#101010; YY#FCCC00; R#C80000; W#E0E0E0;","K/40 R12 YY6 B48 G6 R16 W/8","Created for the personal use of the family of the designer, J?rg Eichelberger. The white cross on red reflects the family's Mennonite roots (Berner T?ufer) in Switzerland. Black, red and gold for Germany where they emigrated in the 17th century. Gold and green represent acorns (the 'Eichel' in the name). Black and white for mountains (the 'Berg' in the name). Blue, red and white to reflect the family's emmigration to the USA.","http://www.tartansauthority.com/tartan-ferret/display/10584/"
"10585","Marsa Scout Group","","10585","Corporate; Maltese","Savona & Cutajar","14/11/2011","YY#FCCC00; K#101010; R#C80000; B#2C2C80; G#006818;","G/8 K2 YY4 K2 G16 K88 R4 B16 K2 K2 R/8","Only Marsa Scout Group Pipes and Drums are to use this tartan. Designed by Gilbert Savona and Alex Cutajar for the Marsa Scouts Pipes and Drums, Malta. The tartan is worn by the pipe band during ceremonies. Colours: blue and red are the colours of the Marsa town flag and, with yellow, the three colours of the Marsa Scout Group scarf; green is a traditional colour for the Group and black is chosen as the base colour as it works best with the uniform. A woven sample of this tartan has been received by the Scottish Register of Tartans for permanent preservation in the National Records of Scotland.","http://www.tartansauthority.com/tartan-ferret/display/10585/"
"10586","Loch Awe","","10586","District","MacArthur Fox, Jeffrey","Jan 2012","B#2C2C80; G#006818; LN#C0C0C0; K#101010; YY#FCCC00; R#C80000;","LN/6 K4 R6 G40 K48 B40 R6 K4 YY/6","Designed by Jeffrey MacArthur-Fox - a registered blind person from Kearsley, Bolton in England. Another tasteful and well thought out design from someone whose twin passions are numismatics and tartan design. None of his designs are what could be called 'vanity' tartans since he gets a length of each woven - usually by D C Dalgliesh of Selkirk","http://www.tartansauthority.com/tartan-ferret/display/10586/"
"10587","Purdy Black (Name)","","10587","Name","Purdy, R Scott","20/01/2011","P#780078; K#101010; W#E0E0E0;","P12 W2 K108 W2 K6 P10 W2 K8 P8 W2 K8 P6 W2 K8 P4 W2 K40","Created as a family tartan for R Scott Purdy (St Charles, Illinois, US). The designer is happy for anyone sharing the surname Purdy to wear this tartan.","http://www.tartansauthority.com/tartan-ferret/display/10587/"
"10588","Williams Arbutus (Personal)","","10588","Canadian; Personal","Williams, Frank and Sheila","16/08/1997","B#2C2C80; LB#2888C4; G#006818; K#101010; R#C80000; T#604000; W#E0E0E0;","LB/2 G6 W2 G6 B16 G14 K12 R4 K10 G14 T4 G20 K26 G/20","The Williams Arbutus tartan is a family tartan made for the descendents of Frank and Sheila Williams (Parksville) to celebrate their Scottish heritage. The green and black honours their Scott Clan lineage. The azure blue honours their Thomson Clan lineage. The brown, red and green signifies the arbutus tree on Vancouver Island. The blue and white lines, straddling the azure blue, represent Frank and Sheila's sons and daughters. For the personal use of the designers and their descendents. Instructions to weaver: The tartan is to be woven with the threads in the reverse order as listed in the registry. Specifically, the selvedge edge is to be 20 green threads, to be followed by the 26 black threads, then the 20 green threads, etc., and pivot on the 2 azure blue threads. 2. G=005020 MODGREEN;K=101010 BLACK;T=604000 BROWN;R=C82828 RED;B=2C4084 BLUE;W=E0E0E0 WHITE;LB=1870A4 ANCBLUE","http://www.tartansauthority.com/tartan-ferret/display/10588/"
"10589","Submariners (Unofficial)","","10589","Corporate","McGill, David","23/03/2012","YY#FCCC00; WW#FCFCFC; NB#003C64; R#C80000; B#2C2C80;","R/4 NB2 YY8 NB48 WW4 NB2 WW4 NB16 WW16 R16 NB2 B24 NB2 WW/8","May be worn by anyone serving with or retired from submarine service but only with the designer's permission. Commissioned by Steven Johnson of Lisburn, NI. The colours are taken from the Royal Navy ensigns with the gold and red of the dolphin symbol worn by submariners. Entirely unofficial and therefore not to be shown on STA website.","http://www.tartansauthority.com/tartan-ferret/display/10589/"
"10590","Caledonian Railway (Commemorative)","Historic Caledonian Railway Enthusiasts', The","10590","Commemorative","Hargrave, Ian","27/03/2012","GO#BC8C00; R#C80000; K#101010; LRB#1474B4; AW#E8CCB8;","LRB/12 K2 GO12 K2 LRB56 AW2 K4 AW2 LRB32 AW2 R/10","Created to commemorate the Caledonian Railway and to provide a tartan for railway enthusiasts.","http://www.tartansauthority.com/tartan-ferret/display/10590/"
"10591","Kruenaegel and Schropp (Name)","","10591","German; Name","Kruenaegel-Schropp, Doris Maria","20/03/2012","WW#FCFCFC; DB#202060; LRB#1474B4; DR#880000; G#006818;","LRB/80 DR4 WW12 DB4 WW8 DB32 G12 WW/4","Intended primarily for the members of the Kruenaegel and Schropp families, but available to persons of the same surname (and comparable spelling like ""Kruenegel""). Please let the designer know if you intend to wear this tartan. The design was developed for weaving by House of Tartan Registration notes: Designed by Doris Maria Kruenaegel-Schropp to commemorate the Prussian and Bavarian origins of the Kruenaegel-Schropp family. Colours: blue and white represent the flags of both countries; green represents the hills of the Allg?u region of South Germany where the family currently reside; red-violet represents wisdom and dignity.","http://www.tartansauthority.com/tartan-ferret/display/10591/"
"10592","Lodge Dunblane Australis No.966 (Cor","","10592","Other","Bilyk, Gabriel","pre 2012","LB#2888C4; DG#003820; K#101010; YY#FCCC00; P#780078; R#C80000; W#E0E0E0;","P/2 DG4 P6 DG2 P8 YY4 P8 DG2 P6 DG4 P2 DG24 K2 LB8 K2 LB8 K2 LB8 K2 DG24 P2 DG4 P6 DG2 P8 R4 P8 DG2 P6 DG4 P2 DG24 YY2 K4 W4 K4 W4 K4 W4 K4 YY2 DG/24","The Lodge Dunblane Australis No.966 was founded in 1964 by members from Scotland and has retained strong ties to both Scotland and Scottish Freemasonry. Created as a Lodge Tartan for members to wear at Lodge or other functions.","http://www.tartansauthority.com/tartan-ferret/display/10592/"
"10593","Keeling Dress (Fashion)","","10593","Fashion","Jackson, Giles","02/05/2011","Y#E8C000; LG#289C18; K#101010; W#E0E0E0; N#888888;","K/26 N12 K10 LG86 Y12 W14 Y/34","Anyone who identifies with the environmental movement is welcome to wear or display the Keeling Dress tartan. Named in honour of the late Charles David Keeling of the Scripps Institution of Oceanography, whose measurements from 1958 onwards supplied the first concrete evidence of rapidly increasing carbon dioxide levels in the atmosphere. Permission to adopt the Keeling name was graciously granted by his son, Ralph Keeling, director of the Scripps CO2 Program that continues the vital measurement series to this day. See also the Keeling tartan.","http://www.tartansauthority.com/tartan-ferret/display/10593/"
