"Origin ID","Name","Alternative Name","Description","Category","Source","Origin URL"
"4117","Prince of Wales","Prince of Wales 2715","Created as a Universal tartan and as a trade design.","Other","Lochcarron of Scotland","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4117.htm"
"4118","Pierce","Pierce 2716","For anyone with the name.","Other","D.C. Dalgliesh Ltd.","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4118.htm"
"4121","Blacrock","Blackrock 2718","U.S.A. financial company based in New York with an office in Edinburgh","Other","Donald and Fiona Fraser","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4121.htm"
"4122","Madewell Dress","Madewell Dress 2719","For any with the name","Dress","Donald S. Smith, Heraldic Graphics.","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4122.htm"
"4123","Utah Centennial","Utah Centennial 2702","This is the official State tartan for Utah. It is the Logan Tartan TS399 with a white over check added and a blue substituted for a white. Ephraim Logan was an early visitor to Cache Valley in northern Utah in 1824 naming the river after his clan","Other","Garry Bryant and Dr Philip D. Smith Jr","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4123.htm"
"4124","Bell's","Bell's 2703","A promotional tartan for Bell's Whisky. Warp:-Y6 LB8 LR24 LB54 Y4 LR130 (Y4 LB54 LR24 LB8 Y6) Weft:-Y6 DB8 DR20 DB48 Y4 DR110 (Y4 DB48 DR20 DB8 Y6)","Other","Erica Randall of House of Edgar","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4124.htm"
"4125","Sullivan","Sullivan 2704","D.C. Dalgliesh Ltd.","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4125.htm"
"4126","MacTeddy","MacTeddy 2705","Trade Tartan for Toy Bears.","Other","Mssrs. Ronnie Hek","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4126.htm"
"4127","Micron","Micron 2706","This tartan is for the firm of Micron Europe Limited of East Kilbride. They had a launch in the summer 2000 for the opening of their facility","Other","Micron Europe Limited","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4127.htm"
"4128","George Heriots","George Heriots 2707","Commissioned by the Govenor of George Heriots School.","Other","Kinloch Anderson Limited","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4128.htm"
"4129","Kansai","Kansai Highland Games 2708","The K.H.G. Assocation was founded in 1989, Japan.","Other","Kansai Highland Games Commitee 1999","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4129.htm"
"4130","Bijral","Bijral 2709","Can be used by all Bijral Family. They are fourth generation Scots.","Other","Lochcarron of Scotland","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4130.htm"
"4140","Kansai","Kansai Saint Andrews Society 2844","Created for the Kansai Saint Andrews Society to facilitate the wearing of tartan and the kilt. The design has a likeness to the Kansai Highland Games Tartan STWR No:2708.","Other","Kansai Saint Andrews Society 2001 Committee","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4140.htm"
"4141","Sikh","Sikh 2654","To celebrate the 50th Anniversary of A.J. Singh's family arrival in Scotland which involves now three generations. It is also to celebrate the 300th Anniversary of the founding of the Sikh religion that falls in the year Two Thousand.","Other","Kinloch Anderson Limited","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4141.htm"
"4142","Peacock","Peacock 2655","Designed for the fulfilment of the requirements for a BSc.(hon) in Clothing Design and Manufacture. It is for the use by anyone with the name.","Other","Miss Samantha Peacock","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4142.htm"
"4145","MacMugen","MacMugen 2657","Based on Bruce by Bernard MacMugen in 1999 who uses the tartan in his business in Japan. The light colour is an un-dyed natural light fiber. The dark colour is a natural fiber dyed dark blue with natural indigo.","Other","Bernard MacMugen","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4145.htm"
"4146","McLion","McLion 2658","A corporate tartan for the Dutch Management Consultancy Company. 'McLion Management Consultancy' For display purposes, here the thread count has been increased.","Other","Geoffrey (Tailor) Highland Crafts Limited","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4146.htm"
"4147","Rhode Island, The State of","Rhode Island, The State of 2659","This tartan was created as a State tartan by the St Andrews Society of Rhode Island Inc. who was founded in 1923.","State","Claire Donaldson of House of Edgar (Woollens) Ltd.","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4147.htm"
"4160","Ironside","Ironside 2845","A restricted Family Tartan. Made for the Golden Wedding Aniversary of John and Frances Ironside of this farming family. John is the son of Alexander Ironside being born at Balquinhachy Methlick.The name is much associated with New Deer Aberdeenshire. Ironside is a hill and a farm steading North of the town","Other","John T. Ironside and Frances A. Ironside","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4160.htm"
"4180","Alba","Alba, Spirit of 2846","Designed for Robert Nicol Highland Dress retailers in Perth and Dunfermline Scotland for kilt fabric","Other","Erica Randall for House of Edgar Woollens Limited","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4180.htm"
"4200","MacLeod Winifred Mary dress","MacLeod Winifred Mary dress 2847","Presented to a descendent of Winifred Mary MacLeod to commerate Winifred's life. This is a private tartan","Dress","MacIsaac Kiltmakers and Jessica MacLeod-Dent","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4200.htm"
"4220","MacKillen","MacKillen 2848","An adaption from the Ancient MacMillan because of the connection between the names.","Other","John MacKillen of MacKillen","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4220.htm"
"4221","MacKillen","MacKillen hunting 2849","John MacKillen of MacKillen","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4221.htm"
"4280","Braid","Braid 2822","A Tartan for anyone with the name","Other","Don S. Smith, Heraldic Graphics.","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4280.htm"
"4281","Craparo","Craparo 2831","For anyone with the name plus the names Crapara, Capraro, Caprara.","Other","Don S. Smith, Heraldic Graphics","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4281.htm"
"4300","Murtaugh","Murtaugh 2835","A tartan for those with the name and the spellings Murtough and Murtagh. It is derived from the Gaelic O'Muircheartaigh meaning ""navigator"". Stephen M. Murtaugh, the proposer's family, moved from County Mayo in the mid nineteenth century to Pittsburgh USA. The name is now found thoughout the states","Other","Donald S. Smith, Heraldic Graphics.","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4300.htm"
"4320","Royal College of General Practitioners","Royal College of General Practitioners 2852","College founded in 1952 by Royal Charter. Now, in 2001, it is the largest Royal College with a membership of 18500. At the end of the normal three year period in office, the chairman on retiring customarily presents a gift. This tartan is the gift of the retiring Chairman Dr Bill Reith.","General","Kinloch Anderson Limited","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4320.htm"
"4322","Feniston/Morris","Feniston/Morris 2851","Created for a wedding in October 2001. Mr Houston Morris's father being Scottish lives in Midlothian. His Great, Great Uncle was Tom Morris of Golfing fame. Restricted being controlled by the family","Other","Kinloch Anderson Limited","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4322.htm"
"4325","Satchidananda","Satchidananda 2853","Rev. Sri Swami Satchiananda is the founder of Integral Yoga International. This tartan is being presented to him on his 87th Birthday. 22nd Decemeber 2001. The sample was hand woven at 22 tpi making a sett of 5.5 inches","Other","Ananda Weavery - Yogaville","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4325.htm"
"4326","Tarbh Deargh (Red Bull).","Tarbh Deargh (Red Bull). 2860","Red Bull is a non-alcoholic drink with key ingredients, which have a proven revitalising effect on mind and body. It has been developed as an energiser especially for periods of mental and physical exertion and can therefore be drunk on virtually unlimited occasions: during sports, at work and in leisure activities. The Red Bull effect results from a combination of two natural substances and vital metabolic transmitters - the amino acids taurine and glucuronolactone - with stimulating caffeine, vitamins and carbohydrates.","Other","Tartan Administration for Red Bull Company Limited","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4326.htm"
"4340","Regan","Regan 2837","For anyone with the name including O'Regan and O'Riagain.","Other","Copy right holder :- Rev.Fr S.P.T Regan OSB. Designer :- Don Smith, Heraldic Graphics","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4340.htm"
"4360","Maine Dirigo","Maine Dirigo 2866","Produced as the result of what appears to have been availability difficulties with the old Maine Tartan STWR No:502. It was designed by St Andrew's Society of Maine","Other","St Andrew's Society of Maine","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4360.htm"
"4380","St Andrews Bay","St Andrews Bay 2867","For St Andrews Bay Hotel","Other","Kinloch Anderson Limited","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4380.htm"
"4400","Carstairs","Carstairs 2836","A tartan is for any with the name. The name possibly comes from the village in South Lanarkshire","Other","Don S. Smith, Heraldic Graphics","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4400.htm"
"4420","New Zealand","New Zealand 2850","Designed for 'The Piping and Dancing Association of New Zealand as the country's tartan.","Other","Piping and Dancing Association of New Zealand.","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4420.htm"
"4421","California, University of, Riverside","California, University of, Riverside 2854","Use controlled by the Regents of the University of California ,Riverside who own the copyright. Its is for the Highland Dress of the Pipe Band but also for the University's merchandising and livery","University","Regents of the University of California Riverside.","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4421.htm"
"4422","Tommy","Tommy 2855","Tommy Hilfiger is an American apparel company who created this tartan to be used as a signature or icon pattern for branded products.","Other","Tommy Hilfiger Licensing Inc.","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4422.htm"
"4423","Livingston F.C.","Livingston F.C. 2856","Produced in the year (2001) the Club was promoted into the Scottish Premier Division.","Other","The Isle Mill","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4423.htm"
"4424","St Mirren","St Mirren 2857","The House of Edgar","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4424.htm"
"4426","Blanton","Blanton 2864","Although Blantons can be considered a sept of the Clan Campbell this tartan was created to provide Blantons everywhere with a tartan they can call their own. It is therefore a Campbell design with the family colours in the over check.","Other","Thomas William Blanton III","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4426.htm"
"4427","Tartan TV.","Tartan TV. 2858","To Promote the launch ot 'Tartan TV' on to satellite TV. It is also used on the logo, Warp :- ...DB16, LG6, DB64 R38 DB6, R38... Weft :- ...DB16, LG6, DB16, R4, DB56, R48, DB6, R48...","Other","House of Edgar","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4427.htm"
"4428","Scottish Heather","Scottish Heather 2859","For universal use mainly in the hire trade","Other","The House of Edgar for Houston Kiltmakers","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4428.htm"
"4429","Pride of Glencoe","Pride of Glencoe 2865","Developed for Gilt Edged Highland Wear of Glasgow","Other","The House of Edgar","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4429.htm"
"4440","Heart of Midlothian F.C.","Heart of Midlothian F.C. 2868","Heart of Midlothian Foortball Club","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4440.htm"
"4460","Stevenson","Stevenson 2869","A design very similar to Stephenson STWR No: 517. It would suggest that it comes originally from the same source","Other","'Tartans' W.H. Johnston and P.D. Smith Jr","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4460.htm"
"4480","Hart of Scotland","Hart of Scotland 2872","For Paul Hart's family from Queensferry.","Other","Paul Hart","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4480.htm"
"4500","Alexander","Alexander 2722","Tartan for Mark B. Alexander and for use by all with the name.","Other","Kinloch Anderson Limited","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4500.htm"
"4520","Gemmell of Dumfries & Galloway","Gemmell of Dumfries & Galloway 2873","Originally named as the Gemmell Dress tartan.","Other","Thomas and Davina Gemmell from Dumfries","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4520.htm"
"4521","Prince George's County Police Pipe Band","Prince George's County Police Pipe Band 2874","The Pipe Band was formed in 1984. Although membership is open to anyone interested on bagpiping or drumming the band was created to enhance the public image of the Police Department","Band","Band Quartermaster Rodney Chaney and Design Committee","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=4521.htm"
